p1=[723.086,54.302,379.545,-167.291,-80.048,-8.599,0]
p2=[730.1,72.261,345.694,-167.375,-76.904,-7.293,0]
p3=[735.083,90.8,310.952,-167.492,-73.691,-5.964,0]
p4=[737.85,109.369,276.195,-167.63,-70.481,-4.654,0]
p5=[738.423,127.829,241.5,-167.792,-67.272,-3.361,0]
p6=[736.815,146.175,206.694,-167.988,-64.043,-2.067,0]
p7=[733.049,164.151,172.148,-168.207,-60.819,-0.792,0]
p8=[727.335,181.233,138.696,-168.447,-57.67,0.436,0]
p9=[719.535,197.959,105.147,-168.722,-54.479,1.67,0]
p10=[709.706,214.064,71.832,-169.027,-51.267,2.895,0]
p11=[697.991,229.299,39.12,-169.361,-48.063,4.1,0]
p12=[684.788,243.265,7.776,-169.72,-44.938,5.261,0]
p13=[669.596,256.5,-23.542,-170.118,-41.748,6.428,0]
p14=[652.79,268.577,-54.057,-170.55,-38.564,7.573,0]
p15=[634.782,279.267,-83.232,-171.011,-35.439,8.68,0]
p16=[615.129,288.809,-111.902,-171.514,-32.277,9.778,0]
p17=[594.54,296.878,-139.139,-172.047,-29.172,10.833,0]
p18=[572.501,303.646,-165.726,-172.63,-26.029,11.882,0]
p19=[549.641,308.913,-190.971,-173.249,-22.925,12.89,0]
p20=[525.744,312.712,-215.211,-173.919,-19.81,13.874,0]
p21=[501.472,314.963,-237.871,-174.625,-16.756,14.813,0]
p22=[476.421,315.713,-259.436,-175.387,-13.694,15.722,0]
p23=[450.526,314.917,-279.968,-176.214,-10.606,16.605,0]
p24=[424.692,312.598,-298.828,-177.085,-7.583,17.432,0]
p25=[398.848,308.81,-316.177,-178.011,-4.602,18.209,0]
p26=[372.555,303.483,-332.35,-179.015,-1.6,18.947,0]
p27=[361.073,300.693,-338.943,-179.476,-0.295,19.253,0]
p28=[362.639,302.177,-332.124,-179.437,-0.283,19.255,0]
p29=[365.315,304.713,-319.433,-179.373,-0.259,19.262,0]
p30=[367.712,306.982,-306.722,-179.316,-0.24,19.27,0]
p31=[369.88,309.032,-293.622,-179.264,-0.222,19.278,0]
p32=[371.733,310.782,-280.634,-179.221,-0.206,19.289,0]
p33=[373.323,312.282,-267.472,-179.184,-0.194,19.297,0]
p34=[374.609,313.492,-254.438,-179.155,-0.184,19.307,0]
p35=[375.62,314.441,-241.261,-179.132,-0.175,19.317,0]
p36=[376.342,315.114,-228.338,-179.117,-0.17,19.326,0]
p37=[376.801,315.539,-214.795,-179.108,-0.166,19.333,0]
p38=[376.961,315.682,-201.63,-179.107,-0.164,19.341,0]
p39=[376.845,315.565,-188.352,-179.111,-0.166,19.344,0]
p40=[376.431,315.166,-174.99,-179.122,-0.17,19.349,0]
p41=[375.747,314.514,-161.94,-179.14,-0.175,19.348,0]
p42=[374.776,313.589,-148.719,-179.164,-0.184,19.347,0]
p43=[373.538,312.417,-135.736,-179.194,-0.194,19.342,0]
p44=[371.959,310.925,-122.31,-179.231,-0.208,19.335,0]
p45=[370.156,309.226,-109.44,-179.273,-0.222,19.323,0]
p46=[368.045,307.238,-96.451,-179.321,-0.238,19.31,0]
p47=[365.641,304.976,-83.443,-179.375,-0.259,19.291,0]
p48=[362.947,302.45,-70.539,-179.434,-0.28,19.27,0]
p49=[361.071,300.691,-62.32,-179.476,-0.295,19.253,0]
p50=[364.156,296.667,-62.32,-179.479,-0.294,19.252,0]
p51=[373.679,283.668,-62.315,-179.492,-0.294,19.254,0]
p52=[382.931,270.076,-62.301,-179.504,-0.292,19.253,0]
p53=[391.559,256.39,-62.303,-179.515,-0.289,19.254,0]
p54=[399.823,242.221,-62.29,-179.526,-0.286,19.253,0]
p55=[407.51,227.895,-62.292,-179.535,-0.283,19.252,0]
p56=[414.747,213.226,-62.284,-179.544,-0.28,19.254,0]
p57=[421.352,198.539,-62.282,-179.553,-0.276,19.254,0]
p58=[427.489,183.547,-62.275,-179.56,-0.273,19.253,0]
p59=[433.057,168.48,-62.269,-179.566,-0.27,19.254,0]
p60=[438.121,153.134,-62.268,-179.571,-0.264,19.254,0]
p61=[442.679,137.52,-62.262,-179.576,-0.261,19.253,0]
p62=[446.616,122.014,-62.267,-179.58,-0.255,19.255,0]
p63=[450.045,106.282,-62.262,-179.583,-0.252,19.254,0]
p64=[452.881,90.692,-62.262,-179.586,-0.248,19.254,0]
p65=[455.173,75.036,-62.258,-179.587,-0.244,19.255,0]
p66=[456.968,58.969,-62.254,-179.588,-0.241,19.254,0]
p67=[458.185,42.868,-62.255,-179.588,-0.237,19.253,0]
p68=[458.841,27,-62.252,-179.588,-0.235,19.255,0]
p69=[458.943,11.008,-62.254,-179.586,-0.232,19.253,0]
p70=[458.477,-4.954,-62.257,-179.585,-0.229,19.254,0]
p71=[457.493,-20.631,-62.254,-179.582,-0.228,19.255,0]
p72=[455.926,-36.597,-62.253,-179.579,-0.227,19.255,0]
p73=[453.829,-52.248,-62.261,-179.575,-0.225,19.253,0]
p74=[451.185,-67.914,-62.26,-179.571,-0.225,19.255,0]
p75=[448.028,-83.347,-62.259,-179.566,-0.226,19.254,0]
p76=[444.273,-98.873,-62.264,-179.561,-0.226,19.253,0]
p77=[439.989,-114.231,-62.27,-179.555,-0.228,19.255,0]
p78=[435.283,-129.075,-62.27,-179.548,-0.23,19.254,0]
p79=[430.089,-143.736,-62.27,-179.542,-0.234,19.253,0]
p80=[424.208,-158.63,-62.277,-179.535,-0.237,19.254,0]
p81=[417.913,-173.068,-62.283,-179.527,-0.241,19.254,0]
p82=[411.076,-187.369,-62.29,-179.52,-0.247,19.253,0]
p83=[403.865,-201.195,-62.292,-179.513,-0.252,19.255,0]
p84=[396.25,-214.647,-62.295,-179.506,-0.26,19.254,0]
p85=[388.063,-228.011,-62.303,-179.498,-0.268,19.253,0]
p86=[379.423,-241.063,-62.306,-179.49,-0.276,19.255,0]
p87=[370.413,-253.699,-62.315,-179.482,-0.286,19.253,0]
p88=[362.108,-264.586,-62.32,-179.475,-0.295,19.254,0]
p89=[362.766,-264.992,-64.781,-179.466,-0.31,19.261,0]
p90=[365.782,-266.847,-76.853,-179.42,-0.378,19.29,0]
p91=[368.552,-268.546,-89.275,-179.377,-0.442,19.315,0]
p92=[371.041,-270.067,-101.966,-179.338,-0.5,19.334,0]
p93=[373.172,-271.366,-114.532,-179.305,-0.551,19.349,0]
p94=[375.007,-272.484,-127.344,-179.276,-0.595,19.36,0]
p95=[376.506,-273.392,-140.108,-179.253,-0.632,19.366,0]
p96=[377.665,-274.09,-152.806,-179.234,-0.661,19.368,0]
p97=[378.512,-274.596,-165.718,-179.22,-0.684,19.365,0]
p98=[379.018,-274.893,-178.351,-179.211,-0.698,19.363,0]
p99=[379.204,-274.997,-191.272,-179.207,-0.704,19.356,0]
p100=[379.067,-274.904,-203.892,-179.209,-0.704,19.349,0]
p101=[378.592,-274.605,-216.781,-179.216,-0.694,19.337,0]
p102=[377.799,-274.114,-229.44,-179.227,-0.677,19.327,0]
p103=[376.676,-273.425,-242.146,-179.244,-0.651,19.315,0]
p104=[375.225,-272.537,-254.797,-179.267,-0.617,19.304,0]
p105=[373.454,-271.458,-267.381,-179.295,-0.575,19.291,0]
p106=[371.342,-270.174,-279.974,-179.328,-0.524,19.28,0]
p107=[368.987,-268.746,-292.103,-179.366,-0.466,19.271,0]
p108=[366.193,-267.054,-304.69,-179.41,-0.397,19.261,0]
p109=[363.184,-265.234,-316.702,-179.456,-0.321,19.253,0]
p110=[362.109,-264.585,-320.718,-179.474,-0.295,19.251,0]
p111=[362.109,-264.585,-320.718,-179.474,-0.295,19.251,0]
p112=[362.109,-264.585,-320.718,-179.474,-0.295,19.251,0]
p113=[362.109,-264.585,-320.718,-179.474,-0.295,19.251,0]
p114=[362.109,-264.585,-320.718,-179.474,-0.295,19.251,0]
p115=[362.109,-264.585,-320.718,-179.474,-0.295,19.251,0]
p116=[362.109,-264.585,-320.718,-179.474,-0.295,19.251,0]
p117=[362.109,-264.585,-320.718,-179.474,-0.295,19.251,0]
p118=[362.109,-264.585,-320.718,-179.474,-0.295,19.251,0]
p119=[362.109,-264.585,-320.718,-179.474,-0.295,19.251,0]
p120=[362.109,-264.585,-320.718,-179.474,-0.295,19.251,0]
p121=[362.109,-264.585,-320.718,-179.474,-0.295,19.251,0]
p122=[362.109,-264.585,-320.718,-179.474,-0.295,19.251,0]
p123=[362.109,-264.585,-320.718,-179.474,-0.295,19.251,0]
p124=[362.109,-264.585,-320.718,-179.474,-0.295,19.251,0]
p125=[362.109,-264.585,-320.718,-179.474,-0.295,19.251,0]
